,CEO,Sector,Industry,HQ Location,Website,Years on Global 500 List,Employees,company
277,Miguel Eduardo Padilla Silva,"Food, Beverages & Tobacco",Beverages,"Monterrey, Mexico",https://www.femsa.com,2,"297,073",Fomento Económico Mexicano
278,Todd J. Vasos,Retailing,Specialty Retailers,"Goodlettsville, Tennessee",https://www.dollargeneral.com,2,"135,000",Dollar General
279,H.C. Shin,Chemicals,Chemicals,Seoul,https://www.lgchem.co.kr,1,"33,694",LG Chem
280,Gerald W. Schwartz,Financials,Diversified Financials,"Toronto, Ontario, Canada",https://www.onex.com,20,"217,000",Onex
281,Bao Lang Chen,Energy,Petroleum Refining,"Mailiao, Taiwan",https://www.fpcc.com.tw,10,"5,285",Formosa Petrochemical
282,Philippe Petitcolin,Aerospace & Defense,Aerospace and Defense,Paris,https://www.safran-group.com,1,"92,639",Safran
283,Willem A.J. van Duin,Financials,"Insurance: Life, Health (Mutual)","Zeist, Netherlands",https://www.achmea.com,6,"13,714",Achmea
284,Rajesh J. Mehta,Wholesalers,Trading,"Bengaluru, India",https://www.rajeshindia.com,4,383,Rajesh Exports
285,Leon J. Topalian,Materials,Metals,"Charlotte, N.C.",https://www.nucor.com,2,"26,300",Nucor
286,Darryl White,Financials,Banks: Commercial and Savings,"Toronto, Ontario, Canada",https://www.bmo.com,10,"45,454",Bank of Montreal
287,Chen Dongsheng,Financials,"Insurance: Life, Health (Mutual)",Beijing,https://www.taikang.com,2,"57,406",Taikang Insurance Group
288,Frederico Pinheiro Fleury Curado,Energy,Pipelines,São Paulo,https://www.ultra.com.br,10,"17,034",Ultrapar Holdings
289,Benoît Potier,Chemicals,Chemicals,Paris,https://www.airliquide.com,2,"66,000",Air Liquide
